skills,years_experience,education,has_certifications,job_role
"authentication, rest apis, security, security, analytics, excel, accessibility",5.9,High School,False,Backend Developer
"responsive design, webpack, html, sass, a/b testing, dashboards, pandas, networking",8.4,Bachelor,False,Frontend Developer
"market research, leadership, presentation skills, product strategy, data cleaning, prototyping",4.7,PhD,False,Product Manager
"wan, routing, tcpip, subnetting, network monitoring, dhcp, network security, pandas",3.3,Master,False,Network Engineer
"cisco, dns, networking, switching, wan, aws, sql",12.3,PhD,True,Network Engineer
"network monitoring, lan, network security, dns, cisco, databases",6.5,PhD,True,Network Engineer
"data modeling, r, tableau, dashboards, data visualization, nosql, agile, linux",14.2,High School,False,Data Analyst
"firewalls, subnetting, lan, network security, network monitoring, dns, switching, security auditing, ethical hacking, algorithms, shell scripting",8.2,PhD,False,Network Engineer
"r, python, statistics, hypothesis testing, numpy, angular, browser compatibility",14.8,High School,False,Data Scientist
"java, golang, php, security, dns, tensorflow",13.0,Bachelor,False,Backend Developer
"incident response, penetration testing, siem, firewall, ethical hacking, cryptography, ui frameworks",2.3,High School,True,Cybersecurity Analyst
"reporting, forecasting, dashboards, algorithms, infrastructure as code, tcpip, docker",1.0,High School,True,Data Analyst
"authentication, graphql, python, golang, security, python, vue, user flows",5.8,High School,False,Backend Developer
"data modeling, r, data mining, sql, vpn, routing, competitive analysis",8.6,PhD,False,Data Analyst
"tableau, data cleaning, statistics, user research",0.6,PhD,True,Data Analyst
"agile, java, algorithms, javascript, data structures, presentation skills, vue",1.5,Master,True,Software Engineer
"lan, troubleshooting, network monitoring, routing, penetration testing, incident response",5.8,High School,False,Network Engineer
"threat intelligence, penetration testing, security auditing, cryptography, firewall, siem, vulnerability assessment, microservices, testing, agile, product strategy",1.8,High School,False,Cybersecurity Analyst
"azure, networking, linux, forecasting, machine learning",8.3,Master,False,DevOps Engineer
"roadmapping, leadership, product strategy, project management, jira, presentation skills, stakeholder management, python",0.9,PhD,True,Product Manager
"market research, stakeholder management, communication, agile, leadership, presentation skills, jest, data structures, terraform, wireframing",13.7,Bachelor,True,Product Manager
"tableau, data mining, data visualization, data cleaning, power bi, sass",9.7,High School,True,Data Analyst
"typescript, jest, responsive design, browser compatibility, accessibility, react, communication",9.0,Bachelor,True,Frontend Developer
"siem, security auditing, incident response, firewall, python, statistics, pandas, browser compatibility",1.9,PhD,False,Cybersecurity Analyst
"vulnerability assessment, security, security auditing, security compliance, ethical hacking, threat intelligence, siem, excel",3.0,Bachelor,True,Cybersecurity Analyst
"r, hypothesis testing, pandas, statistics, infrastructure as code",9.4,Master,False,Data Scientist
"python, algorithms, git, testing, data structures, debugging, firewall",14.4,Bachelor,False,Software Engineer
"terraform, azure, security, shell scripting, infrastructure as code, linux, user stories",10.0,PhD,False,DevOps Engineer
"c#, caching, node.js, java, security, php, sql, a/b testing, testing, ethical hacking",4.8,PhD,False,Backend Developer
"machine learning, python, statistics, sql, pytorch, shell scripting, security, javascript",8.1,Master,False,Data Scientist
"ui frameworks, typescript, redux, kubernetes, object-oriented programming",10.0,PhD,False,Frontend Developer
"routing, vpn, cisco, firewalls, subnetting, troubleshooting, c#, penetration testing",6.3,High School,True,Network Engineer
"c++, data structures, databases, algorithms, object-oriented programming, javascript, lan, machine learning",3.9,PhD,False,Software Engineer
"dhcp, network monitoring, dns, firewalls, network security, graphql, ui frameworks",9.7,High School,False,Network Engineer
"caching, databases, php, ruby, data cleaning",0.0,High School,True,Backend Developer
"penetration testing, cryptography, security, incident response, siem, threat intelligence, reporting, html",11.4,PhD,False,Cybersecurity Analyst
"user stories, a/b testing, agile, leadership, css, databases",9.7,PhD,True,Product Manager
"responsive design, typescript, html, webpack, react, angular, sass, user stories, wan, figma",1.8,Master,False,Frontend Developer
"forecasting, business intelligence, data cleaning, a/b testing, ci/cd, security, user flows",0.7,PhD,True,Data Analyst
"ui frameworks, sass, css, html, react, vue, tensorflow, python",4.2,Bachelor,True,Frontend Developer
"vulnerability assessment, siem, security compliance, ethical hacking, cisco",10.0,Master,False,Cybersecurity Analyst
"linux, infrastructure as code, docker, adobe xd, security, figma",1.0,PhD,True,DevOps Engineer
"sketch, css, accessibility, information architecture, sql",6.6,High School,False,UX Designer
"ansible, ci/cd, kubernetes, aws, networking, security, jenkins, machine learning, analytics, tcpip",8.5,High School,True,DevOps Engineer
"product strategy, presentation skills, analytics, roadmapping, leadership, usability testing, ethical hacking, security",1.0,High School,False,Product Manager
"product strategy, scrum, user stories, agile, penetration testing",0.1,Master,False,Product Manager
"usability testing, prototyping, information architecture, sketch, redux",4.1,Master,True,UX Designer
"interaction design, sketch, css, user flows, visual design, usability testing, prototyping, risk management, python, numpy, troubleshooting",4.5,PhD,False,UX Designer
"golang, databases, security, graphql, cryptography, competitive analysis",1.2,High School,True,Backend Developer
"docker, jenkins, azure, monitoring, java, firewall, statistics",10.2,PhD,True,DevOps Engineer
"roadmapping, user stories, a/b testing, scrum, webpack",1.5,Bachelor,False,Product Manager
"pandas, python, machine learning, databases, statistics",0.8,High School,True,Data Scientist
"ci/cd, kubernetes, infrastructure as code, usability testing, responsive design, security",1.6,High School,True,DevOps Engineer
"css, angular, responsive design, browser compatibility, pandas, ci/cd, pytorch, roadmapping",6.8,PhD,False,Frontend Developer
"information architecture, user research, design thinking, sass, data modeling",4.6,Bachelor,False,UX Designer
"networking, ansible, azure, docker, python, risk management, microservices, javascript",8.1,PhD,False,DevOps Engineer
"risk management, vulnerability assessment, penetration testing, security auditing, security",0.8,Master,True,Cybersecurity Analyst
"databases, nosql, python, ruby, javascript, lan",4.5,High School,True,Backend Developer
"communication, roadmapping, project management, scrum, user stories, presentation skills, data visualization",10.4,Bachelor,True,Product Manager
"typescript, accessibility, jest, webpack, security, graphql",9.2,Master,True,Frontend Developer
"project management, market research, presentation skills, java",5.9,Master,True,Product Manager
"hypothesis testing, statistics, data visualization, cryptography",2.4,PhD,True,Data Scientist
"security architecture, ethical hacking, cryptography, threat intelligence, security auditing, networking, communication, machine learning",8.4,Master,True,Cybersecurity Analyst
"network monitoring, dhcp, subnetting, lan, routing, databases, figma, jenkins",1.2,High School,True,Network Engineer
"machine learning, sql, scikit-learn, presentation skills, excel, databases, data cleaning",7.2,High School,False,Data Scientist
"kubernetes, ansible, python, monitoring, terraform, jenkins, linux, information architecture",1.3,Bachelor,False,DevOps Engineer
"databases, python, ruby, microservices, big data",6.2,High School,True,Backend Developer
"python, security, jenkins, infrastructure as code, ci/cd, kubernetes, monitoring, penetration testing, dashboards",9.3,High School,False,DevOps Engineer
"scikit-learn, pandas, hypothesis testing, networking, git, java",3.3,High School,True,Data Scientist
"ruby, authentication, caching, graphql, c#, scrum, market research, machine learning",12.9,Bachelor,True,Backend Developer
"microservices, algorithms, agile, cloud computing, debugging, c++, python, sql, redux",2.5,PhD,False,Software Engineer
"databases, caching, java, authentication, security, dns, network security, switching, machine learning",3.1,Bachelor,False,Backend Developer
"databases, caching, rest apis, graphql, user flows, security, typescript",2.5,Master,False,Backend Developer
"prototyping, sketch, design thinking, adobe xd, accessibility, wireframing, communication, networking, php, leadership",6.2,Bachelor,False,UX Designer
"tableau, business intelligence, sql, forecasting, python, css",0.7,High School,False,Data Analyst
"statistics, numpy, sql, a/b testing, big data, tensorflow, pytorch, databases, microservices",2.8,Bachelor,True,Data Scientist
"ci/cd, linux, azure, kubernetes, docker, ui frameworks, statistics, prototyping, data visualization",10.0,PhD,True,DevOps Engineer
"docker, azure, jenkins, networking, monitoring, terraform, python, agile",6.7,Master,True,DevOps Engineer
"siem, incident response, firewall, shell scripting, responsive design",7.2,High School,False,Cybersecurity Analyst
"siem, security architecture, penetration testing, ethical hacking, cryptography, threat intelligence, java, pytorch, excel",1.7,Bachelor,False,Cybersecurity Analyst
"jenkins, linux, ci/cd, azure, security, terraform, security, microservices, penetration testing, lan",7.3,Master,True,DevOps Engineer
"typescript, html, jest, webpack, javascript, reporting",0.5,Master,True,Frontend Developer
"siem, penetration testing, ethical hacking, security, security compliance, threat intelligence, numpy",4.6,Bachelor,True,Cybersecurity Analyst
"security, networking, aws, shell scripting, python, agile, sass",7.4,High School,True,DevOps Engineer
"c#, php, node.js, rest apis, debugging",2.4,PhD,False,Backend Developer
"redux, jest, css, security, big data",1.4,Bachelor,False,Frontend Developer
"threat intelligence, cryptography, siem, security compliance, security architecture, security, kubernetes, ci/cd, networking",11.0,Master,True,Cybersecurity Analyst
"user research, figma, usability testing, prototyping, presentation skills",1.4,High School,True,UX Designer
"c++, cloud computing, algorithms, testing, data modeling, routing, typescript",8.5,Bachelor,False,Software Engineer
"vulnerability assessment, incident response, siem, security auditing, databases, user flows, sql, browser compatibility",8.6,High School,True,Cybersecurity Analyst
"ui frameworks, jest, vue, market research",7.8,Bachelor,True,Frontend Developer
"visual design, design thinking, accessibility, interaction design, html, data visualization, kubernetes",3.4,High School,True,UX Designer
"siem, security auditing, security, penetration testing, docker, leadership, browser compatibility",14.8,PhD,False,Cybersecurity Analyst
"jest, redux, sass, infrastructure as code, data visualization",9.8,PhD,True,Frontend Developer
"monitoring, aws, infrastructure as code, jenkins, business intelligence, scikit-learn, dns, angular",4.3,High School,True,DevOps Engineer
"html, accessibility, wireframing, webpack, git, lan",0.0,Master,True,UX Designer
"golang, authentication, microservices, webpack, dhcp",2.8,High School,True,Backend Developer
"deep learning, r, python, numpy, presentation skills",4.7,High School,True,Data Scientist
"scikit-learn, hypothesis testing, numpy, algorithms",6.4,High School,True,Data Scientist
"competitive analysis, roadmapping, stakeholder management, agile, firewall",10.0,Master,False,Product Manager
"testing, git, java, javascript, object-oriented programming, data structures, visual design, incident response",13.3,Master,True,Software Engineer
"wireframing, html, user flows, sketch, visual design, adobe xd, microservices, r",8.4,Bachelor,False,UX Designer
"azure, ci/cd, ansible, python, infrastructure as code, vue, javascript, usability testing, scrum",9.4,Master,False,DevOps Engineer
"data modeling, r, statistics, sql, tableau, data mining, business intelligence, figma, nosql, wan, wireframing",7.5,Master,True,Data Analyst
"rest apis, golang, caching, authentication, dashboards, shell scripting",13.3,Bachelor,False,Backend Developer
"typescript, jest, sass, javascript, react, browser compatibility, vue, cloud computing, hypothesis testing, databases",8.6,PhD,False,Frontend Developer
"html, ui frameworks, css, angular, webpack, accessibility, r, javascript, data modeling",9.2,PhD,False,Frontend Developer
"leadership, user stories, scrum, agile, project management, c#, node.js",7.4,Master,True,Product Manager
"monitoring, shell scripting, kubernetes, docker, jenkins, ansible, cisco, caching",0.3,High School,False,DevOps Engineer
"figma, css, html, interaction design, design thinking, infrastructure as code, jira, threat intelligence",9.3,PhD,True,UX Designer
"monitoring, jenkins, ci/cd, microservices, ruby",10.8,Master,True,DevOps Engineer
"hypothesis testing, statistics, machine learning, prototyping, responsive design",9.9,PhD,True,Data Scientist
"vulnerability assessment, siem, security auditing, wireframing, accessibility, big data",12.9,Master,True,Cybersecurity Analyst
"java, php, ruby, databases, security, graphql, microservices, numpy",2.4,PhD,False,Backend Developer
"network monitoring, firewalls, dhcp, switching, lan, dns, siem, javascript, security, python",3.0,Bachelor,False,Network Engineer
"pytorch, numpy, big data, deep learning, sql, data visualization, a/b testing, caching, subnetting, project management, user stories",10.7,High School,True,Data Scientist
"python, microservices, c#, rest apis, java, nosql, algorithms, git",6.7,High School,False,Backend Developer
"jest, ui frameworks, typescript, communication, security auditing, sql",0.3,Master,False,Frontend Developer
"object-oriented programming, algorithms, databases, c++, data structures, api development, tableau, a/b testing, data modeling",4.5,PhD,True,Software Engineer
"statistics, excel, data cleaning, data mining, data modeling, dashboards, stakeholder management",3.0,Master,True,Data Analyst
"caching, java, rest apis, security compliance, network monitoring",4.3,PhD,False,Backend Developer
"typescript, jest, javascript, redux, sass, react, html, sketch",1.5,Bachelor,False,Frontend Developer
"javascript, api development, java, agile, c++, firewall",8.1,High School,True,Software Engineer
"dhcp, switching, networking, cisco, vulnerability assessment",0.1,Master,True,Network Engineer
"firewall, risk management, incident response, threat intelligence, python, docker, competitive analysis, cisco",5.8,Bachelor,False,Cybersecurity Analyst
"jenkins, kubernetes, azure, ansible, infrastructure as code, roadmapping",6.3,High School,False,DevOps Engineer
"microservices, cloud computing, python, leadership, figma",0.6,Master,True,UX Designer
"sql, a/b testing, scikit-learn, big data, pandas, hypothesis testing, machine learning, security, subnetting, responsive design",9.2,High School,False,Data Scientist
"machine learning, big data, numpy, statistics, pandas, information architecture, vulnerability assessment, redux, routing",0.6,PhD,True,Data Scientist
"r, scikit-learn, tensorflow, sql, pytorch, security, dhcp, vue",0.4,Bachelor,False,Data Scientist
"monitoring, aws, linux, python, infrastructure as code, java, security compliance, c++, big data",8.9,Bachelor,True,DevOps Engineer
"git, python, algorithms, testing, c++, prototyping, html, user research",0.3,Bachelor,False,Software Engineer
"wireframing, user flows, visual design, usability testing, accessibility, adobe xd, design thinking, subnetting, typescript, php",0.9,Bachelor,True,UX Designer
"switching, network security, vpn, subnetting, dhcp, wan, accessibility, vulnerability assessment, sql, reporting",1.2,Bachelor,False,Network Engineer
"tcpip, dns, switching, network security, subnetting, cisco, threat intelligence, risk management, sql, sass",7.0,Bachelor,False,Network Engineer
"php, c#, security, python, data visualization, jira, python",3.4,High School,True,Backend Developer
"interaction design, sketch, information architecture, adobe xd, html, usability testing, wireframing, golang, kubernetes, forecasting",2.7,Bachelor,False,UX Designer
"security, docker, shell scripting, html, network security",0.4,PhD,False,DevOps Engineer
"git, debugging, javascript, testing, data structures, c++, incident response, adobe xd, threat intelligence, siem",8.2,Master,True,Software Engineer
"usability testing, information architecture, figma, sketch, interaction design, user research, leadership",0.2,Master,True,UX Designer
"data structures, databases, agile, java, object-oriented programming, c++, security, html, accessibility, ethical hacking",14.3,High School,True,Software Engineer
"caching, java, golang, authentication, python, azure, python, css",7.6,PhD,False,Backend Developer
"pytorch, a/b testing, pandas, r, big data, sql, scikit-learn, angular, presentation skills, jira, interaction design",2.0,High School,True,Data Scientist
"siem, security architecture, incident response, threat intelligence, vulnerability assessment, security auditing, monitoring, git, presentation skills",0.1,High School,True,Cybersecurity Analyst
"ci/cd, python, shell scripting, aws, javascript, nosql",7.6,Bachelor,True,DevOps Engineer
"algorithms, javascript, debugging, object-oriented programming, java, data structures, python, tensorflow",9.2,High School,False,Software Engineer
"css, react, vue, market research",14.8,PhD,True,Frontend Developer
"node.js, ruby, caching, microservices, python, risk management, microservices",4.4,Bachelor,True,Backend Developer
"data cleaning, reporting, sql, python, dns, leadership",6.4,Bachelor,False,Data Analyst
"php, databases, rest apis, user flows, scikit-learn, network security, market research",11.9,Master,True,Backend Developer
"java, c#, sql, microservices, security, ruby, analytics, python",6.7,Bachelor,True,Backend Developer
"tableau, power bi, python, data modeling, microservices, responsive design, react",0.6,High School,False,Data Analyst
"big data, hypothesis testing, pandas, networking, risk management, tableau",3.8,PhD,False,Data Scientist
"data modeling, forecasting, r, python, data cleaning, tensorflow, javascript",8.6,PhD,False,Data Analyst
"excel, data modeling, data cleaning, statistics, rest apis, javascript, jira, security",0.1,Master,True,Data Analyst
"ui frameworks, javascript, vue, jest, typescript, react, accessibility",4.8,PhD,True,Frontend Developer
"git, databases, javascript, scrum",9.4,Master,False,Software Engineer
"data cleaning, sql, data visualization, statistics, reporting, python, hypothesis testing",8.8,PhD,False,Data Analyst
"webpack, accessibility, redux, html, vue, sass, jest, numpy",11.4,High School,True,Frontend Developer
"lan, dns, networking, r, php, forecasting, scikit-learn",8.9,Master,True,Network Engineer
"javascript, microservices, object-oriented programming, algorithms, databases, testing, siem, caching",4.3,PhD,False,Software Engineer
"vulnerability assessment, firewall, incident response, penetration testing, siem, security, security architecture, troubleshooting, sql, data visualization",1.3,PhD,True,Cybersecurity Analyst
"css, sketch, usability testing, visual design, prototyping, vue, competitive analysis, terraform",13.3,Bachelor,True,UX Designer
"webpack, accessibility, redux, python, object-oriented programming, agile",8.7,Master,True,Frontend Developer
"tcpip, vpn, networking, firewalls, dns, databases",3.6,Bachelor,True,Network Engineer
"deep learning, hypothesis testing, a/b testing, visual design, statistics, risk management",8.6,Bachelor,True,Data Scientist
"reporting, statistics, data mining, python, dashboards, security, cisco",9.2,PhD,False,Data Analyst
"power bi, data visualization, business intelligence, dashboards, javascript",2.0,High School,False,Data Analyst
"security, security architecture, vulnerability assessment, cryptography, sql, interaction design, scikit-learn",1.1,PhD,True,Cybersecurity Analyst
"stakeholder management, project management, scrum, competitive analysis, roadmapping, css, big data, information architecture",1.2,Master,False,Product Manager
"scrum, agile, roadmapping, user stories, presentation skills, market research, accessibility",5.1,Master,True,Product Manager
"excel, r, forecasting, nosql",11.7,Bachelor,True,Data Analyst
"scrum, communication, agile, wan, data visualization, big data",10.7,PhD,True,Product Manager
"golang, graphql, c#, numpy, html, incident response",10.8,Master,True,Backend Developer
"sass, browser compatibility, vue, css, accessibility, react, reporting, golang, python, leadership",14.8,Master,True,Frontend Developer
"scrum, jira, leadership, competitive analysis, a/b testing, roadmapping, communication, azure",9.4,PhD,True,Product Manager
"networking, shell scripting, docker, aws, linux, monitoring, roadmapping",0.2,PhD,False,DevOps Engineer
"css, html, react, typescript, browser compatibility, data structures, scrum",14.5,Bachelor,False,Frontend Developer
"ruby, c#, nosql, security, project management, infrastructure as code, ui frameworks, aws",3.6,High School,True,Backend Developer
"a/b testing, user stories, agile, presentation skills, project management, interaction design, security, python, cryptography",3.9,High School,True,Product Manager
"jira, leadership, competitive analysis, analytics, roadmapping, kubernetes, deep learning, dhcp",9.8,PhD,True,Product Manager
"azure, terraform, jenkins, shell scripting, figma",10.9,Master,False,DevOps Engineer
"microservices, databases, c#, roadmapping, databases",5.1,PhD,True,Backend Developer
"security, azure, aws, kubernetes, networking, data structures, stakeholder management",3.6,High School,False,DevOps Engineer
"agile, debugging, databases, cloud computing, javascript, algorithms, dns, infrastructure as code, security compliance",1.5,PhD,False,Software Engineer
"reporting, sql, tableau, excel, data visualization, data cleaning, html, project management, caching, python",10.4,PhD,True,Data Analyst
"data modeling, reporting, data mining, forecasting, sql, excel, linux",0.8,PhD,False,Data Analyst
"forecasting, reporting, business intelligence, figma",1.9,PhD,True,Data Analyst
"sql, data visualization, deep learning, troubleshooting",14.5,High School,True,Data Scientist
"statistics, data visualization, power bi, data cleaning, reporting, tableau, debugging",3.4,High School,True,Data Analyst
"rest apis, python, security, golang, jest, debugging, agile",12.8,High School,True,Backend Developer
"api development, databases, agile, python",6.6,PhD,True,Software Engineer
"c#, authentication, security, user research, monitoring, routing",8.3,Master,True,Backend Developer
"scikit-learn, hypothesis testing, numpy, big data, pandas, project management, design thinking",3.7,Bachelor,True,Data Scientist
"cryptography, penetration testing, ethical hacking, testing, user research, microservices",0.5,Bachelor,True,Cybersecurity Analyst
"sql, hypothesis testing, pytorch, python, pandas, a/b testing, r, c#",12.8,Master,False,Data Scientist
"redux, accessibility, jest, responsive design, numpy, python",1.3,Bachelor,True,Frontend Developer
"algorithms, c++, microservices, data structures, debugging, java, scikit-learn, kubernetes",3.0,Master,True,Software Engineer
"subnetting, lan, routing, troubleshooting, usability testing, angular, prototyping, figma",13.3,Master,False,Network Engineer
"market research, user stories, presentation skills, vue",9.8,Master,False,Frontend Developer
"vpn, lan, firewalls, adobe xd, html",2.7,High School,True,Network Engineer
"r, power bi, reporting, communication, prototyping, css",10.2,Bachelor,True,Data Analyst
"design thinking, prototyping, visual design, user flows, sketch, linux, deep learning, tensorflow",0.3,Bachelor,False,UX Designer
"testing, data structures, algorithms, databases, c++, business intelligence, a/b testing, nosql, security auditing",14.2,PhD,False,Software Engineer
"ci/cd, kubernetes, linux, networking, docker, python, infrastructure as code, statistics",8.0,Master,True,DevOps Engineer
"usability testing, wireframing, figma, html, user flows, adobe xd, market research",14.5,Bachelor,False,UX Designer
"linux, aws, security, python, azure, shell scripting, react, statistics, tableau, databases",5.3,Master,True,DevOps Engineer
"ethical hacking, security auditing, security compliance, css",1.7,Master,False,Cybersecurity Analyst
"machine learning, a/b testing, pandas, object-oriented programming, sql, jira",11.9,Master,True,Data Scientist
"responsive design, react, ui frameworks, typescript, jest, javascript, numpy, accessibility, adobe xd",3.8,PhD,False,Frontend Developer
"data cleaning, business intelligence, data modeling, dashboards, sql, rest apis",2.0,High School,False,Data Analyst
"linux, kubernetes, security, python, monitoring, terraform, git",0.6,High School,True,DevOps Engineer
"pandas, deep learning, numpy, ansible",3.8,PhD,False,Data Scientist
"nosql, c#, php, graphql, data visualization",6.7,Master,False,Backend Developer
"tensorflow, hypothesis testing, pandas, sql, golang, prototyping, data structures, rest apis",1.8,Master,True,Data Scientist
"visual design, wireframing, adobe xd, sketch, user flows, cryptography, jest, infrastructure as code, java",0.2,Bachelor,False,UX Designer
"subnetting, routing, switching, angular",3.6,PhD,False,Network Engineer
"forecasting, business intelligence, sql, networking, statistics",8.5,High School,False,Data Analyst
"redux, javascript, accessibility, html, browser compatibility, switching, user flows, wan",6.9,High School,False,Frontend Developer
"vue, responsive design, html, ui frameworks, react, typescript, browser compatibility, data mining",3.0,PhD,False,Network Engineer
"databases, java, python, c++, git, security, security compliance",5.9,Master,False,Software Engineer
"python, git, debugging, databases, javascript, network security, visual design",3.6,PhD,False,Software Engineer
"visual design, sketch, interaction design, network security, c++, product strategy, tcpip",7.9,Master,True,UX Designer
"reporting, data mining, power bi, python, dashboards, statistics, git, a/b testing, aws, html",0.6,Bachelor,False,Data Analyst
"information architecture, prototyping, design thinking, html, user research, aws, business intelligence, risk management, dhcp",10.3,Master,True,UX Designer
"debugging, api development, cloud computing, dhcp",12.4,High School,False,Software Engineer
"security architecture, vulnerability assessment, security auditing, ethical hacking, firewall, excel, agile, cloud computing, machine learning",14.7,Master,True,Cybersecurity Analyst
"azure, jenkins, networking, agile, ethical hacking",8.1,High School,False,DevOps Engineer
"excel, data mining, statistics, data cleaning, nosql, python, terraform",9.1,PhD,False,Data Analyst
"network monitoring, dns, firewalls, wan, routing, troubleshooting, dhcp, shell scripting, monitoring, big data, ci/cd",6.2,Master,True,Network Engineer
"security, sql, caching, graphql, authentication, node.js, java, network security, switching, user flows",9.4,PhD,True,Backend Developer
"user stories, analytics, agile, scrum, stakeholder management, java, user research, security, data cleaning",12.9,High School,True,Product Manager
"jest, vue, accessibility, html, typescript, redux, javascript, security auditing, r, roadmapping, debugging",1.0,PhD,True,Frontend Developer
"testing, c++, javascript, java, ui frameworks, figma",12.9,Master,True,Software Engineer
"analytics, a/b testing, presentation skills, roadmapping, data mining, infrastructure as code, security architecture",4.6,High School,False,Product Manager
"analytics, communication, leadership, jira, a/b testing, javascript",14.9,High School,False,Product Manager
"api development, agile, object-oriented programming, java, python, analytics, angular, hypothesis testing",10.6,Bachelor,True,Software Engineer
"terraform, azure, infrastructure as code, data cleaning, authentication, adobe xd, sql",1.1,Bachelor,False,DevOps Engineer
"security auditing, incident response, penetration testing, security architecture, cryptography, threat intelligence, firewall, infrastructure as code",2.5,Bachelor,False,Cybersecurity Analyst
"linux, docker, python, ansible, monitoring, infrastructure as code, design thinking, vue, sql, cisco",6.8,Bachelor,True,DevOps Engineer
"javascript, accessibility, webpack, browser compatibility, html, react, caching",13.9,PhD,True,Frontend Developer
"ethical hacking, security compliance, security auditing, siem, cryptography, design thinking, data modeling, javascript, sql",6.6,High School,False,Cybersecurity Analyst
"microservices, java, testing, javascript, debugging, object-oriented programming, security architecture",6.3,Master,True,Software Engineer
"siem, ethical hacking, security, firewall, cryptography, cloud computing",10.0,PhD,True,Cybersecurity Analyst
"c#, microservices, ruby, php, node.js, authentication, rest apis, sass, statistics, reporting, redux",5.0,Bachelor,True,Backend Developer
"accessibility, sketch, user research, prototyping, vpn",11.8,Master,False,UX Designer
"data visualization, statistics, data cleaning, business intelligence, forecasting, tableau, dashboards, jenkins, debugging",1.5,PhD,False,Data Analyst
"tableau, business intelligence, r, power bi, reporting, python, data modeling, dns, pandas, infrastructure as code, a/b testing",2.5,Master,False,Data Analyst
"network monitoring, dhcp, switching, firewalls, vpn, lan, cisco, css, excel, security auditing",1.2,Bachelor,True,Network Engineer
"wan, firewalls, tcpip, dns, linux, python, information architecture, threat intelligence",10.2,PhD,False,Network Engineer
"c++, algorithms, testing, competitive analysis, data modeling, troubleshooting, market research",12.3,Master,True,Software Engineer
"ci/cd, terraform, monitoring, ansible, security, browser compatibility, security auditing, wan",1.0,High School,True,DevOps Engineer
"golang, databases, authentication, rest apis, adobe xd, jest, siem, a/b testing",13.1,Bachelor,True,Product Manager
"azure, python, aws, kubernetes, ci/cd, r",1.6,High School,False,DevOps Engineer
"risk management, threat intelligence, security, design thinking, analytics, agile",6.7,High School,True,Cybersecurity Analyst
"algorithms, testing, python, authentication",4.9,Master,True,Software Engineer
"react, webpack, browser compatibility, redux, azure, scikit-learn, cisco, shell scripting",4.6,Master,True,DevOps Engineer
"ethical hacking, cryptography, threat intelligence, information architecture, sql, business intelligence, visual design",8.5,High School,True,Cybersecurity Analyst
"ethical hacking, incident response, firewall, security architecture, threat intelligence, security, sketch",1.9,Master,False,Cybersecurity Analyst
"firewall, threat intelligence, cryptography, siem, kubernetes, jenkins, forecasting, big data",3.6,High School,False,Cybersecurity Analyst
"machine learning, scikit-learn, a/b testing, vulnerability assessment, security, design thinking",9.5,High School,False,Data Scientist
"docker, security, aws, jenkins, azure, css, databases, debugging, competitive analysis",4.6,PhD,False,DevOps Engineer
"accessibility, sass, html, javascript, angular, cloud computing, agile",5.0,PhD,True,Frontend Developer
"java, databases, microservices, data structures, algorithms, forecasting",4.5,Bachelor,True,Software Engineer
"nosql, c#, node.js, python, r, troubleshooting, aws",9.4,Master,False,Backend Developer
"typescript, ui frameworks, vue, sass, react, accessibility, network monitoring, sql",7.7,Master,False,Frontend Developer
"accessibility, user research, interaction design, figma, html, design thinking, css, communication, scikit-learn",3.0,PhD,True,UX Designer
"vpn, networking, dns, firewalls, wan, subnetting, rest apis",11.5,High School,True,Network Engineer
"power bi, data cleaning, statistics, tableau, forecasting, dashboards, monitoring, a/b testing",1.8,Master,True,Data Analyst
"jira, project management, product strategy, stakeholder management, leadership, scrum, a/b testing, networking, user research",2.9,High School,True,Product Manager
"databases, authentication, golang, ruby, python, sql, graphql, cryptography, c++, javascript, penetration testing",6.8,Master,False,Backend Developer
"browser compatibility, jest, javascript, ui frameworks, sass, user stories, interaction design",14.1,Master,True,Frontend Developer
"ethical hacking, security architecture, cryptography, terraform, subnetting",4.7,High School,False,Cybersecurity Analyst
"react, browser compatibility, webpack, project management",10.1,Master,False,Frontend Developer
"tableau, excel, forecasting, r, responsive design",1.5,Master,True,Data Analyst
"shell scripting, aws, kubernetes, linux, monitoring, docker, data structures, cryptography, security compliance",8.7,Master,True,DevOps Engineer
"security, caching, golang, sql, html, hypothesis testing",14.7,Bachelor,False,Backend Developer
"communication, user stories, a/b testing, stakeholder management, roadmapping, graphql, data mining, scikit-learn",8.8,Master,False,Product Manager
"a/b testing, scikit-learn, statistics, data visualization, pandas, r, deep learning, sass, project management, ansible, communication",4.3,Master,True,Data Scientist
"nosql, golang, c#, python, php, ruby, node.js, css, pandas, ci/cd",8.2,PhD,False,Backend Developer
"information architecture, prototyping, adobe xd, vpn, agile, market research, linux",2.2,Master,True,UX Designer
"market research, jira, agile, a/b testing, product strategy, numpy, html",9.3,Master,True,Product Manager
"hypothesis testing, pytorch, a/b testing, r, deep learning, sketch, security compliance",14.1,Master,False,Data Scientist
"golang, rest apis, java, node.js, sql, caching, user research",12.7,Master,True,Backend Developer
"microservices, algorithms, agile, golang, azure",4.8,PhD,True,Software Engineer
"javascript, react, vue, jest, network security, machine learning",1.4,High School,True,Frontend Developer
"wan, switching, network security, lan, troubleshooting, subnetting, product strategy, adobe xd, javascript",4.4,Master,True,Network Engineer
"scikit-learn, r, python, statistics, pytorch, networking, wan, leadership",4.7,PhD,False,Data Scientist
